OID_,Aspect,Slope,Elevation,Mean,CV,Trend,Solar,Cover_1972,Cover_2008,1972B,1972T,1972S,1972O,1972C,2008T,2008S,2008B,2008O,2008C,Texpand,Sexpand,Bexpand,Oexpand,X,Y
142,144.96729,23.60685,3420.86426,0.1694625,0.942877279,-0.004583392,25.44066,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448798,4432103
35,172.89227,50.77418,3420.87256,0.26581,0.714009942,-0.029578601,21.72895,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447019,4435808
1170,103.88982,23.34859,3420.95703,0.10670667,1.017440903,0.006946364,23.04873,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452194,4433660
2,185.3851,9.78716,3421.20752,0.28364083,0.570935498,-0.004829476,27.40434,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450427,4433530
1554,326.33539,23.28249,3421.35205,0.0008725,3.036846735,-0.000248776,24.44906,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452517,4434503
385,340.13171,11.65388,3422.12891,0.32905083,0.483917129,-0.00788514,25.11205,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451140,4434186
1385,10.20029,14.06621,3422.58374,0.29615583,0.660042143,-0.018011224,24.46331,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452013,4434303
1484,156.66705,13.92917,3423.07202,0.56869917,0.44992226,-0.054769406,26.78429,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450319,4433505
204,132.01237,19.07772,3423.54614,0.21304917,0.785929849,-0.011047797,25.32762,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,452179,4433488
1186,332.5459,20.34812,3423.92188,0.05894833,1.203950491,-0.002716993,23.81817,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,449139,4435030
849,165.62186,14.24931,3423.96973,0.03770167,2.396112833,0.004876503,27.05356,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,452471,4433937
516,342.68011,6.41586,3424.41675,0.10909833,0.872882476,0.008683357,25.84941,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449895,4435000
1802,330.66132,21.70015,3424.8999,0.02867583,1.703544994,-0.00471451,23.49537,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447280,4435239
1013,320.73859,19.50041,3426.18823,0.17364417,0.793376502,0.006473322,24.5407,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,449098,4434998
1606,10.53141,31.70263,3426.74365,0.1565325,0.680599828,-0.006728357,18.93318,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448466,4434923
590,183.59764,33.19854,3426.79053,0.01989083,1.615736342,-0.006315699,25.81685,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446514,4435610
1177,352.01492,5.12787,3426.80347,0.1453875,0.999950956,-0.00279535,25.56378,B,S,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,448394,4433508
1603,206.41104,9.09157,3426.98169,0.19192333,0.754693084,-0.00897007,27.5366,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449677,4433215
823,142.09152,39.03988,3427.21191,0.02670833,1.295488541,-0.005133986,22.32537,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448602,4431893
1266,326.67786,19.50221,3427.72388,0.00379917,2.780026321,-0.000982273,24.29859,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451640,4434416
636,133.7729,21.75462,3428.17871,0.31645167,0.852042146,-0.011923916,25.06064,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448724,4432058
143,182.37933,7.14357,3428.5437,0.11542333,0.758522901,0.003843147,27.02413,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,448505,4433512
1469,20.90292,11.37438,3428.69946,0.1543725,0.904375961,0.002208636,24.41937,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,451921,4434296
632,324.61734,18.39596,3429.12817,0.00377,2.839571568,-0.001048951,24.51736,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452500,4434459
985,181.93912,45.99429,3429.1333,0.02480583,1.537724928,-0.005903462,24.11403,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447483,4431788
140,205.64371,33.86885,3429.50708,0.0146925,2.516110514,-0.004888007,27.01319,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447021,4431799
1491,18.25163,10.63682,3429.51758,0.33234667,0.567880233,-0.014294615,24.64808,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449731,4434974
151,333.40021,5.62064,3429.61743,0.00446167,2.831533734,-0.001160979,26.07437,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,450214,4435027
984,352.08566,8.93008,3429.95117,0.00442917,2.830572248,-0.001153951,25.35082,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449958,4434986
550,153.91045,1.90371,3430.14526,0.4783,0.681489767,-0.070115385,26.55651,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450843,4434226
101,60.15331,8.8835,3430.65259,0.37344417,0.592750972,-0.042959056,24.67365,B,S,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,448224,4433508
904,167.29495,37.14487,3430.79688,0.28073667,0.763606089,-0.043641818,24.28652,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446458,4435608
755,237.05936,3.49162,3430.86084,0.30256917,0.690634427,-0.008077238,26.94743,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,450392,4433584
900,235.87852,18.87164,3431.0249,0.0044875,2.542427623,-0.001127238,27.53212,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448074,4433443
40,167.91171,14.81055,3431.49609,0.0043925,2.993477051,-0.001146189,27.14398,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451844,4433286
1405,185.24606,49.62792,3431.50806,0.20140667,0.693824829,-0.028550629,23.37091,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446832,4431898
584,357.22723,7.15523,3431.74658,0.0044675,2.829603497,-0.001163601,25.5685,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450106,4434998
700,319.32355,18.80709,3432.32275,0.00377,2.839571568,-0.001048951,24.77116,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452496,4434444
201,346.2457,16.86874,3432.33569,0.03585917,1.540001113,-0.00373535,23.9887,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,451252,4434184
253,72.01543,18.07539,3432.82617,0.5744275,0.613063917,-0.043078566,23.24088,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450572,4434667
1237,331.36838,4.23229,3432.96265,0.00447167,2.834028576,-0.001164056,26.27341,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450058,4434983
519,101.05215,27.44642,3432.99756,0.96946083,0.360141441,-0.057314161,21.35263,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446205,4435508
94,267.29553,14.35098,3433.41577,0.058325,0.824230064,0.001965385,26.80783,S,O,0,0,1,0,0,0,0,0,1,0,0,-1,0,1,448455,4433588
1284,345.75772,24.39659,3433.4165,0.07288333,0.936372054,0.002514266,22.40666,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,448787,4434907
1443,211.79643,5.23341,3433.63965,0.11361333,0.750693045,-7.86E-05,27.20692,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449717,4433261
877,212.11617,41.55046,3433.83057,0.38697667,0.66033895,-0.046436923,25.60465,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,444751,4432822
1694,74.26912,45.65061,3434.49756,0.61852167,0.597843332,-0.054462378,14.79737,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446434,4435083
189,336.35565,17.09154,3434.85938,0.000875,2.693744282,-0.000218112,24.32556,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,452290,4434300
1806,349.00656,24.00972,3435.19238,0.02322167,1.689659223,-0.004979161,22.20053,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448913,4434924
1658,168.97867,18.11157,3435.42163,0.02158,2.672787149,0.003763566,27.10615,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,452591,4434037
1489,87.19823,38.0738,3435.54663,0.1572025,0.696974537,-0.003281434,16.78696,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,444452,4432261
1409,271.54309,40.81763,3435.73511,0.16983917,0.631819874,-0.002152902,23.84492,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,444676,4432998
1183,0.89437,26.40802,3435.87915,0.2119175,0.658319947,-0.022791853,20.983,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449027,4434920
848,176.67699,20.1902,3435.98657,0.03341417,1.790882956,-0.000499266,27.28438,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450846,4433495
1318,222.44901,10.03307,3436.00635,0.00426417,2.754344842,-0.001111643,27.70491,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451690,4433336
1293,35.16694,41.06694,3436.02173,0.34528667,0.700935354,-0.045851399,14.8207,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447551,4435058
1702,1.38117,11.20725,3436.45801,0.12469,0.750509206,-0.006017972,24.18973,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446237,4435185
518,201.9519,32.14042,3436.60815,0.2048375,0.654194007,-0.007813112,26.97153,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446858,4431899
100,12.2323,9.45294,3436.87646,0.0045025,2.912168874,-0.001177937,24.9778,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450319,4434954
1354,121.89738,12.02162,3436.948,0.172485,0.65103511,-0.003194615,25.77814,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450166,4433470
517,214.11714,17.21419,3437.07886,0.22859417,0.615222607,-0.013336119,28.01418,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451442,4433615
1180,160.09616,19.70936,3437.95557,0.58278667,0.611151863,-0.049485874,26.42781,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,448229,4433683
1684,218.73209,12.76497,3438.62231,0.00400583,2.927158905,-0.001060385,27.85508,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451699,4433345
1448,62.58321,9.10433,3439.51172,0.22105167,0.6430662,-0.00944007,24.94287,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,450134,4433436
459,21.91271,14.56495,3439.65234,0.36719,0.845361579,-0.035316783,23.68554,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450892,4434133
523,355.27231,7.34204,3439.83252,0.00440333,2.832151742,-0.001148392,25.57512,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450061,4434918
679,15.93083,32.11978,3440.4668,0.07860333,0.816795907,-0.001418182,18.44349,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,448247,4434949
1078,69.10329,16.22477,3440.70068,0.55940583,0.612154765,-0.043205,23.47181,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450560,4434623
228,221.76643,11.96843,3440.98486,0.11196667,0.78139886,0.005186573,27.7938,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,449546,4433416
1635,167.31427,28.64287,3441.00195,0.01722083,1.832668569,-0.006115909,26.1587,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448274,4431866
410,334.75552,8.73585,3441.00464,0.004375,2.829125676,-0.001142098,25.72159,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450100,4434910
1022,154.44209,20.23906,3441.60059,0.0257125,2.155344494,0.004471923,26.35093,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452471,4434016
86,44.18594,35.84685,3441.65601,0.17188417,0.705048827,-0.010998986,16.52299,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446495,4434981
158,64.2323,20.39919,3441.82861,0.04933,1.289600443,-0.006173776,22.1591,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447414,4435228
404,347.15717,7.06705,3442.13013,0.0043275,2.834095531,-0.001129126,25.73255,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450156,4434912
1334,185.52531,12.21424,3442.49097,0.0039725,3.001379342,-0.001068357,27.56868,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451744,4433338
417,7.29761,23.37385,3442.60815,0.03816583,1.448786114,-0.005429196,21.65028,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448890,4434900
553,352.77298,6.86758,3443.22607,0.00436667,2.837338702,-0.00113972,25.68471,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449948,4434868
723,206.83163,20.45018,3443.39844,0.00786333,2.100688722,-0.002835035,28.00947,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,450734,4433551
1035,131.06685,13.83517,3443.47754,0.01146417,2.416658878,-0.003898357,25.93694,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448897,4432258
819,331.10382,11.65403,3443.54199,0.004245,2.719967373,-0.001087483,25.43003,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,452161,4434190
196,33.76824,9.83618,3443.54443,0.06790333,1.603936124,-0.004883357,24.58204,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451961,4434197
1804,164.15543,13.16668,3443.87012,0.62020833,0.711572742,-0.097541888,27.05756,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450304,4433627
1110,113.65475,12.74833,3443.96021,0.02957083,2.821198002,0.005841783,25.44023,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452106,4433685
11,253.09605,27.68652,3444.15527,0.42678083,0.779196133,-0.055039545,26.48608,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446615,4432114
528,118.45665,19.67713,3445.34082,0.06011417,1.85701061,-0.011185559,24.60227,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448659,4432040
1559,131.86824,15.46957,3445.40161,0.062555,1.982585715,-0.010143776,25.79243,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448801,4432198
1718,41.88838,12.72805,3446.08643,0.12207083,1.070089467,0.001712063,24.07286,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,451804,4434339
1034,164.96567,11.588,3446.48535,0.06621917,1.045281876,-0.000756469,27.10966,B,S,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,449941,4433332
1537,48.73855,13.14907,3447.28394,0.27958,0.632095551,-0.006035804,23.97366,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449663,4434863
604,17.52794,7.56677,3447.35767,0.0301275,1.583588756,0.000439615,25.31831,B,T,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,450316,4434888
1540,169.26901,15.58615,3447.78613,0.02881083,2.57822887,0.004621224,27.19367,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452576,4434072
556,4.84241,15.21797,3448.20483,0.17200167,0.904930907,-0.013877622,23.25336,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446156,4435010
970,337.47949,6.22489,3448.52979,0.0071925,2.197527498,-0.00166486,25.9801,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452114,4434126
1097,17.44757,19.35831,3449.06567,0.00454083,2.727848171,-0.00116486,22.52802,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452016,4434134
1456,328.00711,13.5588,3449.15601,0.00388583,2.779990794,-0.001006259,25.23834,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451582,4434297
208,165.97307,18.36016,3449.1748,0.02720667,2.85741392,0.005449371,26.87026,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452547,4434069
78,210.3972,13.20481,3449.2998,0.26072833,0.64765522,-0.00499035,27.89818,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,450558,4433677
1406,348.8299,27.53812,3449.57349,0.04466083,1.535179555,-0.005073951,21.26867,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448830,4434877
431,129.31566,18.56334,3449.66016,0.24342917,0.749715671,-0.011807867,24.6276,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446034,4435026
10,163.14479,30.33921,3449.81982,0.1196625,1.080011273,-0.004514161,24.82106,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447682,4433547
830,261.90784,43.27407,3450.03247,0.70951417,0.486249925,-0.044769965,24.31966,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,444998,4432365
1646,61.71173,17.12867,3450.0481,0.45289583,0.768825327,-0.059947308,23.10416,B,T,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,449596,4434898
1238,17.85402,23.50489,3450.35474,0.36695833,0.698167343,-0.053128112,21.31684,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448560,4434854
810,21.29938,29.74563,3450.49341,0.04840833,1.496018362,-0.002423217,19.12659,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448438,4432686
1701,22.00315,36.93275,3450.55688,0.04021083,1.512727406,-0.004752832,16.32309,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447784,4433235
1249,87.20523,12.30693,3451.39941,0.0203325,2.615320152,0.003202413,24.7702,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,452068,4433632
1490,284.6283,29.30185,3452.28564,0.08052667,1.29666028,-0.007820769,25.01929,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447342,4435193
1324,298.02612,22.54943,3452.29077,0.17927417,0.684193284,-0.009620175,24.56208,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,446150,4434970
788,64.21838,19.34958,3452.88794,0.33180083,0.650969649,-0.017272692,22.55064,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450815,4434115
366,182.98596,13.80706,3453.19287,0.00306583,2.812272441,-0.000762552,27.57973,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451853,4433384
1771,223.16937,18.61851,3453.39014,0.00393333,2.743836251,-0.001025874,28.09018,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451617,4433528
1419,88.78963,20.04497,3453.67188,0.2900575,0.5703612,-0.012482063,23.13624,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450609,4434389
1002,154.40668,13.33349,3453.67773,0.0047425,2.688875432,-0.001208357,26.78441,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452458,4434057
441,74.27026,44.14128,3454.1582,0.5755575,0.706084659,-0.091102133,14.5558,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448129,4432881
276,159.3226,11.92894,3454.30322,0.00324333,2.782471138,-0.000803916,26.97086,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452327,4433978
145,326.64066,16.49972,3454.33545,0.003605,2.857056553,-0.00097049,24.85017,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451414,4434181
1546,338.9675,16.64452,3455.22412,0.00387833,2.706147719,-0.000992517,24.63672,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452344,4434259
176,230.48508,15.0945,3455.35425,0.01674,2.658040096,-0.005856503,28.02431,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,451546,4433621
1788,352.81314,20.54557,3455.64331,0.04262583,1.544306369,-0.005770734,22.93878,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,448867,4434865
226,28.24199,8.1765,3455.73047,0.0045475,2.744425445,-0.001168986,25.13306,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451938,4434126
1161,17.92026,14.03507,3456.48511,0.30017083,0.504994747,-0.008915559,23.88007,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450836,4434076
581,160.26868,12.65709,3457.0752,0.00469583,2.688855985,-0.001197238,26.99553,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,452436,4434060
1212,27.24729,26.85637,3457.19507,0.09142583,1.043913921,0.005050594,19.73748,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447666,4433332
668,354.42792,27.54449,3457.22095,0.06725083,1.100072236,-0.002027587,21.00041,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,449036,4434881
510,238.88007,36.881,3457.63647,0.542925,0.455724739,-0.044167273,26.14217,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,444968,4432522
1762,323.29898,6.00468,3458.41528,0.01403,2.485742707,-0.004813636,26.28487,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450015,4434733
266,103.32822,13.90653,3458.47876,0.1364,0.687006427,-0.010573357,24.65524,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448127,4433647
1467,53.85407,7.9916,3458.91504,0.28819667,0.768172727,-0.011971538,25.163,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450771,4434120
1103,18.52878,8.38264,3459.23438,0.18539583,0.745353682,-0.004931853,25.15696,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,449758,4434766
148,130.60262,63.94497,3459.81714,0.54355333,0.638119458,-0.080006014,12.27165,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446214,4435585
1552,332.45853,15.1163,3460.06689,0.0038025,2.777397895,-0.000985629,24.86801,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451554,4434232
716,154.14091,13.99982,3460.77466,0.0043825,2.858891016,-0.001112552,26.77262,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451952,4433444
1465,23.32195,13.33451,3461.37671,0.00415333,2.849364825,-0.001084266,24.02632,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,450335,4434794
531,23.66865,10.41721,3461.37866,0.23397917,0.765721471,-0.012367797,24.69442,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,449754,4434754
839,222.85138,7.33555,3461.5708,0.00397333,2.932537404,-0.00105014,27.48186,B,T,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,449786,4433444
1710,157.94287,14.86156,3461.7146,0.3996425,0.600743301,-0.017326049,26.84305,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,451109,4433649
998,200.00999,10.14774,3462.82959,0.004065,2.831083755,-0.001069021,27.65331,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449681,4433524
692,340.64581,16.45456,3462.87646,0.040315,1.445001458,-0.002403077,24.10179,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446946,4435008
1682,67.26253,14.78023,3463.00757,0.27647583,0.882288793,-0.011731294,23.81969,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,450496,4434586
264,311.50229,16.4278,3463.48706,0.00388583,2.675217832,-0.000991783,25.52173,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,452569,4434374
1770,141.78099,18.86683,3463.54443,0.40389083,0.707131577,-0.035040874,25.91573,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450206,4433667
1782,186.71167,33.78597,3463.64111,0.495185,0.671957913,-0.064917133,26.30183,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,448376,4433790
1442,4.56954,12.15908,3464.03198,0.00426833,2.746120542,-0.001095664,24.57307,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452003,4434056
822,191.34052,8.28225,3464.07275,0.15075,0.94276089,-0.009343007,27.46946,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450467,4433765
476,205.80229,14.41051,3464.09155,0.34197083,0.774338175,-0.019236189,27.77316,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449257,4433669
1025,107.42849,58.8332,3465.78296,0.6870125,0.47114617,-0.048541014,11.64652,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446125,4435438
438,131.47354,12.82497,3465.91382,0.04288833,2.461947399,0.005114895,26.2318,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452112,4433865
457,242.15529,19.19876,3465.95361,0.01451917,2.572620333,-0.005046678,27.89121,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451594,4433616
1755,199.31883,10.51667,3466.64136,0.00407667,2.773483849,-0.001047622,27.71294,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449400,4433611
1550,66.68835,17.71335,3466.64185,0.40557917,0.759430215,-0.024528636,22.91044,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450531,4434443
1745,36.60354,5.67591,3467.21655,0.34821083,0.620967163,-0.01936458,25.61489,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449825,4434652
403,324.51743,15.90613,3467.35376,0.00366083,2.817740478,-0.000953112,25.05496,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451465,4434164
1198,330.61255,13.9085,3469.09253,0.0040275,2.6919272,-0.001029825,25.15497,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452374,4434219
739,6.24229,17.95312,3469.17896,0.0041375,2.73976191,-0.001060874,23.19547,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452062,4434026
1618,14.80657,9.55727,3469.26978,0.0344325,2.987663062,0.007658497,24.7924,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451843,4434053
1455,9.15514,4.84561,3469.30151,0.06614917,1.229458711,-0.006049196,25.35383,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,446298,4435010
936,128.72238,30.31899,3469.64941,0.75887167,0.410564339,-0.063308392,22.78858,B,S,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,446065,4432031
1597,170.88399,11.69827,3469.80054,0.0041275,2.811140135,-0.001061783,27.29371,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,452632,4434169
350,348.96506,15.40274,3470.17139,0.00367333,2.836118848,-0.000981399,24.34747,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451337,4434085
1335,157.75275,18.11421,3470.73511,0.38074,0.725450017,-0.020126643,26.69802,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,451163,4433700
1223,218.93152,11.90827,3471.25391,0.00391583,2.908612074,-0.001035,27.86529,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449719,4433556
983,173.99379,18.51837,3471.323,0.12056833,1.157471772,-0.000244476,27.31435,B,S,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,450979,4433630
1236,64.87103,25.20064,3471.42236,0.60827167,0.805927906,-0.078998322,20.43854,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,447312,4433611
1262,42.20171,11.32369,3472.28687,0.04616083,1.43654752,-0.010818636,24.60776,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451719,4434189
1439,346.61304,11.67696,3472.51001,0.06494667,1.290705357,-0.00437979,25.04383,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451093,4433997
903,137.46671,12.00449,3472.9834,0.00368833,3.443663787,-0.001084965,26.34085,T,S,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,448555,4432068
1627,341.40787,22.07219,3473.86475,0.04103417,1.731287109,-0.003433601,23.42934,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449052,4434843
1125,350.6051,9.72752,3473.89355,0.01058167,2.317974867,-0.003545105,25.50517,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449935,4434599
687,212.06944,12.96463,3473.99634,0.01441083,2.535561471,0.002047727,27.94184,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450717,4433748
