OID_,Aspect,Slope,Elevation,Mean,CV,Trend,Solar,Cover_1972,Cover_2008,1972B,1972T,1972S,1972O,1972C,2008T,2008S,2008B,2008O,2008C,Texpand,Sexpand,Bexpand,Oexpand,X,Y
315,211.99039,40.29292,3285.51709,0.2923025,0.731257048,-0.013730315,25.13833,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,447852,4435380
80,205.09808,8.45837,3285.54907,0.11235333,0.911548104,0.000242587,27.26947,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451164,4432738
351,329.38297,5.87055,3285.81372,0.1319125,0.829218942,0.011166678,25.7909,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451425,4435783
1273,214.22632,52.15646,3285.89771,0.1558775,0.640403136,-0.010791154,23.53594,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,447078,4431595
194,166.77194,21.44877,3285.95483,0.11863917,0.893614609,0.00011514,26.55896,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451244,4432738
120,156.77785,20.61701,3286.59155,0.50829167,0.790936194,-0.083922028,25.53855,B,B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,446704,4431690
1696,172.74648,25.8884,3286.69067,0.07948833,1.240110004,-0.001296154,26.49372,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451317,4432768
355,120.93352,21.11492,3286.77686,0.1081075,0.906976979,0.001496748,24.09443,O,C,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,451252,4432782
1423,68.54217,4.5369,3287.07959,0.1396625,0.822065635,0.011471853,25.59262,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451344,4435660
408,188.04692,18.78207,3287.10693,0.26846167,0.81032196,-0.040477203,27.19986,O,C,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,447656,4431637
422,103.81429,18.65484,3287.35181,0.1104175,0.937991857,0.007325979,23.82786,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449211,4431900
696,70.48743,17.78854,3287.3916,0.1891875,0.526086366,-0.000832343,22.95263,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449238,4431969
1583,158.0807,4.63385,3287.97827,0.10528333,0.950430543,0.015914406,26.48044,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450822,4432753
1101,38.91347,14.67114,3288.53784,0.11895583,0.893109219,0.000117378,23.30122,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451024,4435458
564,331.34991,13.46895,3288.83228,0.07647417,1.259030944,0.005217867,24.90467,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452555,4435258
1138,357.80176,5.43095,3288.89551,0.11547083,0.895813471,0.00018528,25.52827,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451357,4435683
907,38.34285,2.81617,3288.99854,0.2024725,0.858274603,0.005480455,26.03516,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451045,4435411
420,61.91693,7.56772,3289.14893,0.107215,0.854036655,-0.006887273,24.78913,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448939,4432890
952,356.43671,31.92625,3289.40894,0.13840167,0.550352805,-0.002889161,18.83884,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,447908,4435686
1707,302.67957,14.32426,3289.65967,0.09425417,1.061164305,-0.002042692,25.79214,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452426,4435146
1610,123.63478,23.99078,3289.73169,0.31416417,0.881425821,-0.032705769,23.66371,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448926,4432982
1362,304.62302,11.54526,3289.94434,0.30231667,0.605619603,-0.036745944,25.87149,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451146,4434881
722,185.28728,20.24974,3290.81665,0.05673083,1.491597339,0.003512622,27.34869,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450161,4432519
390,235.79674,7.5945,3290.9314,0.13894167,0.690674502,0.013603706,26.97587,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449461,4432386
1499,288.78363,29.99139,3291.16919,0.19176,0.863084088,0.005378881,24.45657,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449324,4435407
1602,24.84607,9.21379,3291.49707,0.14267333,0.71360762,-0.007735105,24.35101,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448916,4432864
613,151.29207,11.85624,3291.60205,0.2543975,0.737245031,-0.00805451,26.35045,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450953,4435368
491,133.79422,4.37577,3291.78931,0.07984167,1.230667944,0.005362517,26.27208,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451073,4432773
333,46.19881,22.66812,3291.8269,0.18381917,0.630306624,-0.002981434,22.28804,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451007,4435159
1754,37.81839,12.9789,3291.88208,0.18026333,0.540763007,-0.007131259,23.71385,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,450995,4435056
1388,86.7554,9.79123,3291.92139,0.16834583,0.733176261,-0.003500664,24.78312,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451378,4434787
1235,86.18639,5.15284,3291.98389,0.10761167,0.907084698,0.015534476,25.64789,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450639,4432648
391,170.33722,13.33735,3291.99023,0.10635917,0.898729894,0.000213881,26.86495,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451090,4435514
55,5.15023,34.49715,3292.073,0.27923,0.798587258,-0.015524126,18.05117,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449608,4435486
1159,41.63727,3.35407,3292.24561,0.26897667,0.676800286,-0.009898322,25.70079,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450852,4435471
960,105.0005,47.62302,3292.43042,0.05479833,1.430014815,-0.009672587,15.73957,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449303,4432236
1197,216.62151,4.94704,3292.52075,0.15883833,0.796320157,0.008650979,26.80642,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449191,4432975
240,355.92194,12.0978,3292.60376,0.19838917,0.512808132,-0.007958007,24.35558,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,451330,4434786
1607,264.36646,21.20082,3293.14795,0.252625,0.724296364,-0.010631399,25.60041,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449335,4435369
544,303.02039,20.4223,3293.32397,0.11564667,0.793357108,0.007591608,24.62311,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448447,4431575
751,166.53419,8.77204,3293.44385,0.08551167,1.135142939,0.012451049,26.84155,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450471,4432584
128,166.1326,7.85826,3293.68115,0.04061917,1.825508328,-0.003361993,26.79637,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452453,4433019
342,311.64059,9.43373,3293.81689,0.17786167,0.698378162,0.010826364,25.75545,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,448911,4435250
906,324.59207,14.71139,3293.83765,0.1881875,1.044633835,-0.014546329,24.95708,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450899,4435720
230,9.61563,13.62741,3293.89404,0.23052917,0.718735704,0.006258706,23.71684,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449463,4432472
1798,35.54366,7.80602,3294.02808,0.23068417,0.742779791,-0.010216818,24.81206,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451419,4434754
958,239.4558,21.63085,3294.3811,0.23885333,0.82408821,-0.006361888,27.43702,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450836,4435550
1175,291.86957,11.49605,3294.75537,0.11312667,0.915270303,0.00022007,25.6128,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451611,4434845
677,15.90895,6.81521,3294.82471,0.31426917,0.611804224,-0.03164542,25.15763,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451292,4434773
948,193.59203,18.44164,3294.9646,0.077615,1.163394679,0.010827972,27.54159,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450419,4432593
16,149.93831,3.04427,3295.12476,0.03779333,1.644516098,0.002128671,26.40913,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450653,4432760
398,319.0929,4.53631,3295.19263,0.16865083,1.189601676,-0.02079472,26.06585,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451811,4434880
395,71.73044,15.18471,3295.90186,0.26047,0.676027685,-0.009772657,24.19619,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450843,4435497
638,338.61688,13.11215,3296.26416,0.16460083,0.692809564,0.014557028,24.0599,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451684,4434869
513,342.7074,13.96327,3296.43579,0.09998333,1.054619837,-0.002349371,24.47296,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452080,4434920
826,157.07832,20.26218,3296.47876,0.06222667,1.27134378,-0.001647552,26.21436,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451848,4432736
1576,172.27936,5.40462,3296.94995,0.22093083,0.827946875,-0.009985,26.53217,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,448004,4435728
203,306.00458,21.84195,3296.96021,0.1085675,0.899783641,0.000348497,24.66974,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451199,4435750
1350,23.82516,8.70824,3297.20898,0.22612417,0.772783089,-0.010423112,25.49948,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450794,4435493
1211,312.25305,7.11943,3297.41992,0.38820833,0.680293721,-0.059017902,25.75966,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449205,4432571
976,76.96435,4.11,3297.48999,0.26896333,0.702440122,-0.01113979,25.70682,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450834,4435402
622,73.69924,25.83103,3297.64087,0.23469,0.875852034,-0.024361538,20.6933,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449370,4432387
232,87.69718,4.77656,3297.76562,0.26306583,0.798627954,-0.014280664,25.62576,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450768,4435455
498,167.08203,12.01019,3299.15259,0.06457917,1.14215596,-0.00113458,26.8092,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452151,4432995
991,225.54445,40.5476,3299.55615,0.0200775,1.749003132,-0.002927168,26.00216,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450087,4432676
1740,181.099,28.93773,3299.62915,0.07201833,1.243853492,0.000174406,26.63041,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451380,4432801
1023,167.76691,58.49731,3300.44604,0.1185625,0.815425164,0.008478846,18.80079,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,447859,4435702
977,51.0817,11.10954,3300.59668,0.2267575,0.933626821,-0.012258217,23.56615,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449178,4435323
250,170.90086,19.38079,3301.99243,0.17843083,0.74979058,-0.013421643,26.71079,S,O,0,0,1,0,0,0,0,0,1,0,0,-1,0,1,448023,4431692
379,43.93829,13.31421,3302.31152,0.2981475,1.115597945,-0.035845839,23.76622,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451023,4434841
364,4.42191,16.98063,3302.37158,0.22058417,1.064311738,-0.028641643,23.21739,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451884,4434839
1619,315.23965,14.26607,3302.57812,0.107555,0.908295831,0.000333287,25.27643,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452215,4434922
1636,116.52219,17.25836,3302.79004,0.206645,0.790344558,-0.010652867,24.65631,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449362,4432316
273,20.83894,18.52866,3303.39355,0.5179475,0.527252876,-0.035894161,23.03813,O,T,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,447911,4435237
1079,186.00951,27.07895,3303.57617,0.11016333,0.730606881,0.002136643,26.90638,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448556,4431649
737,11.50824,9.98059,3303.75317,0.15445917,1.315657635,-0.018973951,24.6168,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451920,4434832
720,138.61021,28.37046,3303.99683,0.05728833,1.485929043,0.004456853,23.97211,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451565,4432745
127,168.86406,8.52328,3304.08057,0.09582333,0.927472614,0.013325105,26.8773,O,C,0,0,0,1,0,0,0,0,0,1,0,0,0,-1,451134,4432931
406,186.26312,28.05831,3304.44141,0.19178833,0.801943943,-0.020618392,26.32871,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446754,4431735
300,165.68321,4.87406,3304.45288,0.029695,1.477035957,-0.001065035,26.61898,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450566,4432818
1195,321.19595,8.62687,3304.51758,0.09852833,1.055690131,-0.002269301,26.07526,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452082,4434883
1120,144.3428,38.57125,3304.76636,0.20363917,1.03832073,-0.000981364,22.43964,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450558,4432781
192,177.92448,3.85639,3305.0481,0.09688833,0.922211097,0.013498881,26.23074,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450871,4432949
1553,139.82617,19.08357,3305.12012,0.10849833,0.901567885,0.000354196,25.44087,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451076,4435627
1631,37.03534,6.51786,3305.30347,0.10010333,1.044970516,0.007801818,25.12961,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451034,4432935
672,80.65031,22.72326,3305.36353,0.27041417,0.790896325,-0.014687517,21.90352,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450950,4435146
685,205.97879,25.30752,3305.7417,0.0549875,1.276650474,-0.001656119,27.62892,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,451479,4432791
1355,161.85367,7.19009,3305.87256,0.09163917,1.070071656,0.007336538,26.72233,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450633,4432882
732,321.28281,13.78576,3305.90015,0.2039225,0.973240903,-0.005080175,25.13124,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450629,4435526
1508,357.05304,21.6873,3306.25928,0.13112167,0.964256431,0.009465874,22.57714,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451712,4434843
72,297.3367,1.34408,3306.33057,0.13492,0.962243276,0.015015594,25.98721,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450910,4432961
667,215.18726,16.99388,3306.53809,0.16397,0.801374127,0.008407133,27.43648,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449240,4433044
742,147.64572,65.7741,3306.63794,0.04485333,1.393472802,-0.007146993,13.77384,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,447614,4435520
929,135.98944,23.3947,3306.8772,0.1318725,0.920103615,0.007931853,24.73807,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448814,4431745
1143,324.09106,9.72553,3307.08789,0.22338,1.063608556,-0.029054615,25.59306,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451957,4434819
472,294.28653,22.59046,3307.55762,0.13796917,1.718071126,0.01299451,25.22518,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452504,4435129
147,33.45797,17.81575,3307.64868,0.39768333,0.669928017,-0.052565804,22.93452,O,T,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,451246,4434711
112,21.3729,26.62584,3308.70947,0.47454417,0.537026983,-0.054541923,19.84017,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449000,4432772
1667,166.72752,13.14542,3308.81421,0.1295275,0.789749043,0.007534301,26.58285,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,447826,4435708
1194,167.21391,18.91069,3308.83398,0.2265325,0.793763037,-0.004797727,26.3356,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,447902,4435751
1205,193.30756,5.40752,3308.88037,0.145895,0.95060118,0.015954615,26.86513,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450766,4432964
1764,189.27817,18.45833,3308.92944,0.0549875,1.276650474,-0.001656119,27.47173,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451458,4432809
117,338.9985,6.29963,3309.38599,0.22322417,1.06339853,-0.029031993,25.6952,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451987,4434815
1373,337.43539,24.59622,3310.00879,0.24040833,0.486105268,-0.005303916,21.8518,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,444356,4432748
912,136.61252,14.95707,3310.17627,0.0662625,1.002668673,-0.001131503,25.79487,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452081,4432977
637,336.85004,17.61136,3310.30957,0.15408333,1.312985636,-0.018946364,24.01469,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452109,4434850
924,46.50216,17.4322,3311.32251,0.23903083,0.937022221,-0.026303881,22.60302,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451849,4434810
1604,161.10231,34.73835,3312.30176,0.089475,0.854021007,0.004214126,24.61339,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448910,4431850
697,20.43825,20.92999,3312.34888,0.28055,0.795705303,-0.015576434,21.85154,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450721,4435432
1089,172.85863,10.64222,3312.87939,0.14465,0.952175485,0.015816643,26.99201,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450528,4432892
1466,92.70221,45.77626,3315.44702,0.2565975,0.853769324,-0.011564441,15.2473,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450491,4435552
1399,305.25903,18.96566,3315.50635,0.17899083,0.945389739,0.009033741,25.06374,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450434,4432814
671,320.55673,3.74032,3315.59277,0.10886167,0.907129273,0.000237483,26.14239,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452101,4434813
774,152.65237,8.61052,3315.83716,0.1280275,0.965502347,0.019311993,26.58298,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450528,4432917
211,173.57718,15.78849,3315.89648,0.00699833,2.766534947,-0.002981748,27.06434,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450035,4432778
1391,229.34705,7.24269,3315.93481,0.1330575,0.852179661,0.010625699,27.19809,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,451044,4433034
409,185.43843,3.28941,3317.13477,0.05244417,1.871485264,-0.000863112,26.68243,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450898,4433076
455,173.26976,47.70318,3317.51929,0.1018575,1.034156941,0.01523521,20.91812,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447581,4435511
1145,45.35686,8.90344,3318.01514,0.1352975,0.955371644,0.015107028,24.66076,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450395,4432800
1087,37.05855,14.55541,3318.57471,0.36975667,0.749805126,-0.058497273,23.26719,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449034,4432626
254,133.64703,11.91873,3318.74756,0.0999325,0.685300993,0.003843042,25.95814,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452057,4433011
69,36.80822,11.53098,3318.89697,0.3473075,0.886828104,-0.052737098,23.99784,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449101,4432518
1084,77.52149,18.33892,3319.42505,0.39641083,0.704684909,-0.060381573,23.01451,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450917,4434933
529,180.93533,23.6719,3319.55127,0.04747667,1.091221086,-0.005874685,27.00563,B,O,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,449823,4432809
1536,69.16149,19.81336,3320.54248,0.19980833,0.582555811,-0.007803497,22.36449,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450798,4435168
1596,317.81842,7.98734,3320.8269,0.40329333,0.637798367,-0.050880769,26.4329,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,444518,4432709
1794,214.49791,30.58469,3321.14648,0.2192575,0.768391455,-0.010743741,25.93822,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450478,4435537
1171,164.16193,2.24753,3321.22534,0.03780917,1.516090284,0.000694161,26.47208,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450911,4433122
1325,209.108,11.29379,3321.96021,0.06146333,1.270921567,-0.002690769,27.54946,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451717,4432779
1497,106.89214,27.50636,3323.00342,0.27531,0.700917198,-0.011679161,22.26022,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450659,4435373
884,337.84659,6.37002,3323.3999,0.23744167,0.762613515,-0.01149958,25.66495,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450642,4435394
1173,36.59729,17.16497,3323.8313,0.48641,0.767195221,-0.080146503,22.70278,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450995,4434763
29,323.68466,30.70333,3324.2959,0.21641167,0.861857218,-0.002503217,21.88498,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,451567,4434700
1006,164.9483,21.40887,3324.37158,0.0516175,1.345207588,-0.001289685,26.56203,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451811,4432816
756,263.52692,15.58937,3325.32886,0.23617417,0.967883002,-0.023430874,26.50633,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,444428,4432969
843,186.39906,7.48729,3325.61792,0.05393,1.49084199,0.003841329,27.09258,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,451194,4433054
97,82.98169,15.03171,3325.77588,0.2701425,0.731191121,-0.037435769,23.79516,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449013,4432584
767,222.65067,9.82265,3326.02686,0.53641,0.584052578,-0.049858881,26.92969,B,S,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,447388,4435737
402,142.02942,12.83625,3326.48535,0.05196583,1.811026288,-0.002215909,26.16432,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,450786,4433152
1478,54.96202,6.01372,3326.54419,0.38886083,0.766357255,-0.059436259,25.32391,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450905,4434902
630,54.36407,35.15425,3327.55859,0.21381417,0.858043687,-0.006329406,17.15317,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,450422,4435610
971,217.68741,8.78781,3327.62085,0.0512075,1.505854978,0.004353671,27.38396,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,450178,4432775
1401,13.63046,28.27661,3327.86841,0.0975225,0.695162799,0.006377657,18.34651,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,449410,4435295
242,145.86649,7.07761,3328.71973,0.05977167,1.10228475,0.005783916,26.42721,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450248,4432869
973,106.07347,11.32105,3328.75903,0.18134333,0.578534947,-0.002264336,25.31043,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452540,4433599
173,16.951,17.51983,3328.79126,0.2934875,0.717684924,-0.041781713,22.74061,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451362,4434591
612,264.85791,40.86048,3328.80566,0.14765917,0.813577561,0.011819406,24.08495,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,449393,4433072
1124,110.18509,8.96297,3329.43091,0.42990583,0.745694701,-0.068996119,23.74146,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,449263,4432397
1111,126.27318,7.58612,3330.33423,0.22236083,0.662776134,-0.014829476,25.70908,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448732,4432893
387,31.51199,10.07272,3330.59912,0.4006875,0.614041246,-0.057899825,24.34599,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448967,4432626
1512,59.98294,14.36355,3331.45728,0.57244333,0.621803897,-0.084208811,23.58606,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450944,4434786
492,203.36363,13.99147,3331.99268,0.13899833,0.713841397,0.003731469,27.53643,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,448632,4431726
676,332.3483,14.11416,3332.09741,0.08970667,1.07937416,-0.00194,24.81883,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452359,4434879
868,138.44057,31.43926,3332.39453,0.44778667,0.718363686,-0.065798531,23.20916,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,447660,4435770
1279,0.3917,31.44759,3333.1106,0.225135,0.530158418,-0.004428601,19.33284,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448614,4435072
479,44.08369,10.84505,3333.12695,0.4011925,0.654069981,-0.043612413,23.58966,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,451173,4434585
1011,2.06419,11.47024,3333.36182,0.34312667,0.714041121,-0.053167902,24.75391,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448024,4435153
200,140.41422,8.99109,3334.23584,0.55448583,0.643203845,-0.077828007,26.1208,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,447612,4435748
514,328.38498,34.17576,3335.28027,0.056845,1.499714448,0.005212098,22.17339,C,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,452494,4435025
1336,30.65169,7.35691,3335.2981,0.55669333,0.56925903,-0.047691259,24.53211,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446696,4435414
411,173.92444,16.3502,3335.35986,0.04429833,1.155112527,0.001545035,27.12031,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450790,4433198
950,141.89586,14.79392,3335.68335,0.04986667,1.380561135,-0.001278462,25.8502,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,451798,4432851
400,40.76121,6.93532,3335.71875,0.55669333,0.56925903,-0.047691259,24.63207,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,446703,4435400
1251,350.28604,30.77297,3337.60205,0.16028,0.771972665,-0.014496993,20.6888,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448848,4435097
880,90.97616,9.5597,3338.61353,0.13839417,0.954463497,0.015450245,25.09801,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,450483,4433100
730,65.37772,22.74697,3339.17163,0.16726417,0.80008037,-0.004613531,21.48389,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,452544,4433341
792,62.7845,19.20591,3339.38037,0.52804667,0.739562321,-0.083011329,22.42166,T,O,0,1,0,0,0,0,0,0,1,0,-1,0,0,1,450737,4435118
1784,32.63182,26.16099,3339.45166,0.66654333,0.687731403,-0.044906503,19.90302,T,T,0,1,0,0,0,1,0,0,0,0,0,0,0,0,448753,4432770
736,205.10706,17.82727,3340.43823,0.34596333,0.69161792,-0.030000699,27.25544,O,O,0,0,0,1,0,0,0,0,1,0,0,0,0,0,444498,4432961
191,56.57698,25.10306,3340.54932,0.20156917,0.647507117,-0.009162343,20.37099,S,O,0,0,1,0,0,0,0,0,1,0,0,-1,0,1,449052,4432397
281,183.16122,38.22862,3341.22388,0.05389833,1.19629707,-0.010008322,25.52999,S,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,448078,4431765
